VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,trip_duration_min
2,2024-01-08 08:41:28,2024-01-08 09:41:01,4.0,18.97,2.0,N,132,163,1,70.0,0.0,0.5,20.23,6.94,1.0,102.92,2.5,1.75,59.55
2,2024-01-16 09:44:06,2024-01-16 09:51:51,1.0,0.71,1.0,N,143,142,1,8.6,0.0,0.5,1.4,0.0,1.0,14.0,2.5,0.0,7.750000000000001
1,2024-01-09 12:33:04,2024-01-09 12:43:04,1.0,0.7,1.0,Y,234,186,1,7.9,2.5,0.5,2.0,0.0,1.0,13.9,2.5,0.0,10.0
2,2024-01-26 14:26:16,2024-01-26 14:32:55,1.0,0.6,1.0,N,230,100,1,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0,6.65
2,2024-01-20 14:07:45,2024-01-20 14:22:06,6.0,2.63,1.0,N,263,164,2,15.6,0.0,0.5,0.0,0.0,1.0,19.6,2.5,0.0,14.35
2,2024-01-27 14:15:36,2024-01-27 14:26:27,1.0,1.32,1.0,N,148,79,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0,10.85
2,2024-01-06 23:26:34,2024-01-06 23:49:04,1.0,14.38,1.0,N,132,129,1,54.1,1.0,0.5,11.32,0.0,1.0,69.67,0.0,1.75,22.5
2,2024-01-13 04:29:54,2024-01-13 04:53:26,1.0,6.6,1.0,N,107,223,1,30.3,1.0,0.5,10.59,0.0,1.0,45.89,2.5,0.0,23.53333333333333
2,2024-01-17 11:57:46,2024-01-17 12:24:19,1.0,11.47,1.0,N,137,138,1,46.4,5.0,0.5,12.47,6.94,1.0,74.81,2.5,0.0,26.55
2,2024-01-07 01:14:20,2024-01-07 01:31:30,1.0,4.96,1.0,N,234,7,1,22.6,1.0,0.5,2.0,0.0,1.0,29.6,2.5,0.0,17.166666666666668
1,2024-01-04 10:47:34,2024-01-04 10:55:53,3.0,0.9,1.0,N,161,164,3,9.3,2.5,0.5,0.0,0.0,1.0,13.3,2.5,0.0,8.316666666666668
2,2024-01-25 09:51:34,2024-01-25 10:11:29,1.0,1.0,1.0,N,141,263,1,17.0,0.0,0.5,4.2,0.0,1.0,25.2,2.5,0.0,19.916666666666668
2,2024-01-31 15:08:09,2024-01-31 15:31:44,1.0,2.24,1.0,N,233,163,2,21.2,0.0,0.5,0.0,0.0,1.0,25.2,2.5,0.0,23.58333333333333
2,2024-01-19 22:29:43,2024-01-19 22:37:41,1.0,2.4,1.0,N,161,236,1,12.1,1.0,0.5,2.56,0.0,1.0,19.66,2.5,0.0,7.966666666666668
2,2024-01-06 17:12:26,2024-01-06 18:13:10,2.0,18.48,2.0,N,132,230,1,70.0,0.0,0.5,0.0,6.94,1.0,82.69,2.5,1.75,60.73333333333333
2,2024-01-11 16:16:49,2024-01-11 16:45:04,1.0,3.54,1.0,N,163,113,1,25.4,2.5,0.5,0.0,0.0,1.0,31.9,2.5,0.0,28.25
2,2024-01-07 15:41:20,2024-01-07 15:48:27,2.0,1.6,1.0,N,186,158,2,9.3,0.0,0.5,0.0,0.0,1.0,13.3,2.5,0.0,7.116666666666666
2,2024-01-30 21:34:10,2024-01-30 21:42:48,1.0,1.51,1.0,N,164,43,1,10.7,1.0,0.5,1.0,0.0,1.0,16.7,2.5,0.0,8.633333333333333
2,2024-01-23 13:30:14,2024-01-23 13:51:52,2.0,3.46,1.0,N,163,158,1,21.9,0.0,0.5,5.18,0.0,1.0,31.08,2.5,0.0,21.633333333333333
2,2024-01-16 13:06:13,2024-01-16 13:11:01,1.0,0.67,1.0,N,262,236,2,6.5,0.0,0.5,0.0,0.0,1.0,10.5,2.5,0.0,4.8
1,2024-01-08 16:31:05,2024-01-08 17:31:54,1.0,1.7,99.0,N,148,55,1,46.5,0.0,0.5,0.0,6.94,1.0,54.94,0.0,0.0,60.81666666666667
2,2024-01-04 23:28:33,2024-01-04 23:34:04,2.0,0.83,1.0,N,161,164,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,5.516666666666667
2,2024-01-19 11:11:29,2024-01-19 11:27:41,2.0,1.1,1.0,N,237,140,3,14.2,0.0,0.5,0.0,0.0,1.0,18.2,2.5,0.0,16.200000000000003
2,2024-01-24 20:52:36,2024-01-24 21:12:50,1.0,4.05,1.0,N,68,236,1,22.6,1.0,0.5,4.97,0.0,1.0,32.57,2.5,0.0,20.23333333333333
2,2024-01-05 00:06:23,2024-01-05 00:19:15,1.0,2.11,1.0,N,209,79,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,12.866666666666667
2,2024-01-13 11:59:02,2024-01-13 12:13:18,3.0,2.58,1.0,N,137,236,1,14.9,0.0,0.5,3.78,0.0,1.0,22.68,2.5,0.0,14.266666666666667
2,2024-01-11 13:21:28,2024-01-11 13:39:29,1.0,2.45,1.0,N,186,141,1,17.7,0.0,0.5,4.34,0.0,1.0,26.04,2.5,0.0,18.016666666666666
2,2024-01-11 13:59:59,2024-01-11 14:08:31,1.0,0.57,1.0,N,161,162,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0,8.533333333333333
1,2024-01-17 16:01:56,2024-01-17 16:11:48,1.0,0.5,1.0,N,140,236,1,9.3,5.0,0.5,3.15,0.0,1.0,18.95,2.5,0.0,9.866666666666667
2,2024-01-16 09:19:30,2024-01-16 09:25:15,1.0,0.77,1.0,N,113,107,1,7.2,0.0,0.5,3.36,0.0,1.0,14.56,2.5,0.0,5.75
2,2024-01-09 09:18:06,2024-01-09 09:26:39,1.0,1.79,1.0,N,262,229,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0,8.55
2,2024-01-12 22:05:56,2024-01-12 22:29:12,1.0,1.66,1.0,N,186,142,1,19.8,1.0,0.5,6.2,0.0,1.0,31.0,2.5,0.0,23.266666666666666
2,2024-01-22 19:38:37,2024-01-22 19:42:20,2.0,0.57,1.0,N,237,236,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0,3.716666666666667
2,2024-01-01 11:40:21,2024-01-01 11:46:09,,0.92,,,41,41,0,6.83,0.0,0.5,0.0,0.0,1.0,8.33,,,5.8
2,2024-01-12 20:43:05,2024-01-12 21:02:23,1.0,4.24,1.0,N,211,49,1,21.2,1.0,0.5,6.55,0.0,1.0,32.75,2.5,0.0,19.3
2,2024-01-20 23:48:39,2024-01-21 00:00:04,2.0,2.28,1.0,N,24,143,1,14.2,1.0,0.5,4.8,0.0,1.0,24.0,2.5,0.0,11.416666666666666
1,2024-01-10 17:59:32,2024-01-10 18:12:15,1.0,2.7,1.0,N,229,146,2,14.9,5.0,0.5,0.0,0.0,1.0,21.4,2.5,0.0,12.716666666666669
2,2024-01-28 09:24:40,2024-01-28 09:34:17,1.0,3.37,1.0,N,236,233,1,15.6,0.0,0.5,2.0,0.0,1.0,21.6,2.5,0.0,9.616666666666667
2,2024-01-15 20:15:01,2024-01-15 20:36:17,1.0,10.13,1.0,N,138,237,2,40.1,6.0,0.5,0.0,6.94,1.0,58.79,2.5,1.75,21.266666666666666
2,2024-01-16 16:19:29,2024-01-16 16:30:46,,1.56,,,246,249,0,13.47,0.0,0.5,0.0,0.0,1.0,17.47,,,11.283333333333331
2,2024-01-16 14:17:53,2024-01-16 14:18:02,2.0,0.01,2.0,N,246,246,2,70.0,0.0,0.5,0.0,0.0,1.0,74.0,2.5,0.0,0.15
2,2024-01-16 19:14:53,2024-01-16 19:23:54,1.0,0.84,1.0,N,141,140,2,9.3,2.5,0.5,0.0,0.0,1.0,15.8,2.5,0.0,9.016666666666667
1,2024-01-30 15:48:25,2024-01-30 16:26:11,2.0,4.0,1.0,N,144,230,2,26.8,2.5,0.5,0.0,0.0,1.0,30.8,2.5,0.0,37.766666666666666
2,2024-01-24 05:00:08,2024-01-24 05:05:35,1.0,1.21,1.0,N,164,79,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,5.45
2,2024-01-09 22:25:44,2024-01-09 22:34:13,1.0,1.58,1.0,N,163,143,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0,8.483333333333334
2,2024-01-13 16:40:10,2024-01-13 17:03:11,2.0,3.12,1.0,N,142,107,1,21.2,0.0,0.5,5.04,0.0,1.0,30.24,2.5,0.0,23.016666666666666
2,2024-01-31 07:06:54,2024-01-31 07:18:05,1.0,1.79,1.0,N,239,236,2,12.1,0.0,0.5,0.0,0.0,1.0,16.1,2.5,0.0,11.183333333333334
2,2024-01-11 13:32:59,2024-01-11 13:37:22,1.0,0.56,1.0,N,79,234,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,4.383333333333334
2,2024-01-04 19:31:07,2024-01-04 19:46:34,1.0,2.63,1.0,N,68,142,1,16.3,2.5,0.5,5.7,0.0,1.0,28.5,2.5,0.0,15.45
2,2024-01-14 02:26:53,2024-01-14 02:34:14,1.0,0.96,1.0,N,158,107,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,7.35
2,2024-01-12 21:58:37,2024-01-12 22:03:26,1.0,1.09,1.0,N,48,229,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,4.816666666666666
2,2024-01-03 12:26:49,2024-01-03 12:32:34,1.0,0.58,1.0,N,170,164,2,7.2,0.0,0.5,0.0,0.0,1.0,11.2,2.5,0.0,5.75
2,2024-01-25 15:02:45,2024-01-25 15:09:37,1.0,0.61,1.0,N,263,236,2,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0,6.866666666666666
2,2024-01-18 10:27:12,2024-01-18 10:54:56,1.0,8.04,1.0,N,138,262,1,35.2,5.0,0.5,10.23,6.94,1.0,63.12,2.5,1.75,27.73333333333333
2,2024-01-27 10:07:08,2024-01-27 10:18:24,1.0,1.88,1.0,N,262,237,1,13.5,0.0,0.5,3.5,0.0,1.0,21.0,2.5,0.0,11.266666666666667
2,2024-01-26 15:33:37,2024-01-26 15:56:53,4.0,3.75,1.0,N,142,234,2,23.3,0.0,0.5,0.0,0.0,1.0,27.3,2.5,0.0,23.266666666666666
2,2024-01-07 10:21:06,2024-01-07 10:27:12,2.0,1.39,1.0,N,236,75,2,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0,6.1
1,2024-01-20 02:44:28,2024-01-20 03:01:07,1.0,3.4,1.0,N,148,230,1,17.7,3.5,0.5,5.0,0.0,1.0,27.7,2.5,0.0,16.650000000000002
2,2024-01-10 21:49:48,2024-01-10 21:56:29,1.0,0.97,1.0,N,186,170,1,7.9,1.0,0.5,0.15,0.0,1.0,13.05,2.5,0.0,6.683333333333334
1,2024-01-05 16:05:21,2024-01-05 16:14:30,1.0,1.3,1.0,N,107,79,1,10.0,5.0,0.5,3.3,0.0,1.0,19.8,2.5,0.0,9.15
2,2024-01-27 02:51:07,2024-01-27 03:13:15,1.0,6.14,1.0,N,141,144,1,28.9,1.0,0.5,6.78,0.0,1.0,40.68,2.5,0.0,22.133333333333333
1,2024-01-18 14:30:48,2024-01-18 14:40:55,1.0,1.4,1.0,N,236,238,1,11.4,2.5,0.5,3.05,0.0,1.0,18.45,2.5,0.0,10.116666666666667
2,2024-01-13 08:43:27,2024-01-13 09:14:44,2.0,17.73,2.0,N,125,132,1,70.0,0.0,0.5,30.0,0.0,1.0,104.0,2.5,0.0,31.28333333333334
2,2024-01-25 08:54:55,2024-01-25 09:06:41,1.0,1.7,1.0,N,68,170,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0,11.766666666666667
2,2024-01-19 13:30:57,2024-01-19 13:35:54,1.0,0.79,1.0,N,161,162,2,6.5,0.0,0.5,0.0,0.0,1.0,10.5,2.5,0.0,4.95
2,2024-01-12 15:43:06,2024-01-12 15:54:15,1.0,1.21,1.0,N,236,238,1,11.4,0.0,0.5,2.0,0.0,1.0,17.4,2.5,0.0,11.15
2,2024-01-10 10:14:01,2024-01-10 10:25:36,1.0,1.91,1.0,N,143,100,1,12.8,0.0,0.5,2.0,0.0,1.0,18.8,2.5,0.0,11.583333333333334
2,2024-01-10 11:15:49,2024-01-10 11:24:55,1.0,0.91,1.0,N,100,186,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,9.1
2,2024-01-05 22:00:42,2024-01-05 22:05:36,3.0,0.63,1.0,N,239,142,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,4.9
2,2024-01-05 09:15:55,2024-01-05 09:46:10,1.0,9.49,1.0,N,13,75,1,43.6,0.0,0.5,9.52,0.0,1.0,57.12,2.5,0.0,30.25
2,2024-01-11 21:37:19,2024-01-11 21:57:21,1.0,4.26,1.0,N,164,261,1,22.6,1.0,0.5,5.52,0.0,1.0,33.12,2.5,0.0,20.03333333333333
2,2024-01-08 13:28:06,2024-01-08 13:35:03,1.0,1.81,1.0,N,143,166,2,10.0,0.0,0.5,0.0,0.0,1.0,14.0,2.5,0.0,6.95
1,2024-01-06 11:20:31,2024-01-06 11:31:14,,1.3,,,211,158,0,11.28,0.0,0.5,0.0,0.0,1.0,15.28,,,10.716666666666669
1,2024-01-05 14:48:57,2024-01-05 15:07:56,2.0,2.6,1.0,N,186,79,1,18.4,2.5,0.5,1.0,0.0,1.0,23.4,2.5,0.0,18.98333333333333
2,2024-01-15 09:11:57,2024-01-15 09:15:47,1.0,1.0,1.0,N,113,164,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,3.833333333333334
2,2024-01-17 12:13:54,2024-01-17 12:31:41,1.0,1.05,1.0,N,107,90,1,15.6,0.0,0.5,5.88,0.0,1.0,25.48,2.5,0.0,17.783333333333335
2,2024-01-14 21:25:19,2024-01-14 21:30:16,1.0,0.98,1.0,N,233,164,1,7.2,1.0,0.5,2.0,0.0,1.0,14.2,2.5,0.0,4.95
1,2024-01-16 10:28:01,2024-01-16 11:00:29,0.0,5.5,1.0,N,48,87,1,31.7,2.5,0.5,4.0,0.0,1.0,39.7,2.5,0.0,32.46666666666667
2,2024-01-08 17:36:59,2024-01-08 17:45:55,1.0,1.57,1.0,N,163,246,1,10.7,2.5,0.5,3.44,0.0,1.0,20.64,2.5,0.0,8.933333333333334
2,2024-01-23 22:13:56,2024-01-23 22:23:26,1.0,2.27,1.0,N,79,230,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0,9.5
2,2024-01-10 22:30:18,2024-01-10 22:36:07,1.0,1.3,1.0,N,239,151,1,8.6,1.0,0.5,2.0,0.0,1.0,15.6,2.5,0.0,5.816666666666666
2,2024-01-17 17:21:50,2024-01-17 17:33:20,1.0,1.79,1.0,N,48,141,2,12.1,2.5,0.5,0.0,0.0,1.0,18.6,2.5,0.0,11.5
2,2024-01-27 17:24:13,2024-01-27 17:33:30,1.0,1.06,1.0,N,79,144,2,10.0,0.0,0.5,0.0,0.0,1.0,14.0,2.5,0.0,9.283333333333331
1,2024-01-27 12:48:13,2024-01-27 12:49:37,2.0,0.3,1.0,N,48,68,1,3.7,2.5,0.5,1.9,0.0,1.0,9.6,2.5,0.0,1.4
1,2024-01-17 11:42:12,2024-01-17 12:41:24,1.0,6.1,1.0,N,236,158,1,51.3,2.5,0.5,11.05,0.0,1.0,66.35,2.5,0.0,59.2
2,2024-01-04 08:30:55,2024-01-04 08:46:05,1.0,1.38,1.0,N,68,170,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0,15.166666666666666
2,2024-01-27 16:49:47,2024-01-27 17:09:39,1.0,2.54,1.0,N,230,141,1,19.1,0.0,0.5,4.62,0.0,1.0,27.72,2.5,0.0,19.866666666666667
1,2024-01-27 14:04:40,2024-01-27 14:28:16,1.0,4.0,1.0,N,140,246,1,21.2,2.5,0.5,5.0,0.0,1.0,30.2,2.5,0.0,23.6
2,2024-01-30 21:30:19,2024-01-30 22:06:43,1.0,21.56,2.0,N,132,142,1,70.0,0.0,0.5,5.0,6.94,1.0,87.69,2.5,1.75,36.4
2,2024-01-22 18:31:40,2024-01-22 18:43:31,1.0,1.65,1.0,N,236,142,4,12.8,2.5,0.5,0.0,0.0,1.0,19.3,2.5,0.0,11.85
2,2024-01-01 05:02:31,2024-01-01 05:24:39,3.0,3.96,1.0,N,68,87,1,23.3,1.0,0.5,5.66,0.0,1.0,33.96,2.5,0.0,22.133333333333333
2,2024-01-22 13:01:13,2024-01-22 13:15:50,1.0,2.72,1.0,N,231,186,2,16.3,0.0,0.5,0.0,0.0,1.0,20.3,2.5,0.0,14.616666666666667
2,2024-01-27 14:43:32,2024-01-27 15:02:52,1.0,2.66,1.0,N,211,161,1,18.4,0.0,0.5,3.5,0.0,1.0,25.9,2.5,0.0,19.33333333333333
2,2024-01-27 16:03:03,2024-01-27 16:10:49,3.0,1.42,1.0,N,249,231,1,10.0,0.0,0.5,2.1,0.0,1.0,16.1,2.5,0.0,7.7666666666666675
2,2024-01-12 16:51:49,2024-01-12 17:01:47,2.0,0.98,1.0,N,162,142,2,10.0,2.5,0.5,0.0,0.0,1.0,16.5,2.5,0.0,9.966666666666669
2,2024-01-27 22:04:24,2024-01-27 22:10:35,4.0,0.77,1.0,N,249,90,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,6.183333333333334
2,2024-01-29 17:11:44,2024-01-29 17:24:56,1.0,1.87,1.0,N,186,113,1,13.5,2.5,0.5,2.0,0.0,1.0,22.0,2.5,0.0,13.2
2,2024-01-12 10:27:53,2024-01-12 10:34:35,1.0,1.32,1.0,N,43,236,1,8.6,0.0,0.5,3.15,0.0,1.0,15.75,2.5,0.0,6.7
2,2024-01-23 20:14:47,2024-01-23 20:19:26,2.0,0.68,1.0,N,263,236,1,6.5,1.0,0.5,1.15,0.0,1.0,12.65,2.5,0.0,4.65
2,2024-01-19 13:26:10,2024-01-19 13:30:46,1.0,0.43,1.0,N,137,170,1,5.8,0.0,0.5,2.94,0.0,1.0,12.74,2.5,0.0,4.6
2,2024-01-26 07:30:07,2024-01-26 08:04:38,1.0,4.49,1.0,N,263,141,2,31.0,0.0,0.5,0.0,0.0,1.0,35.0,2.5,0.0,34.516666666666666
2,2024-01-19 21:15:33,2024-01-19 21:31:45,1.0,5.9,1.0,N,132,216,1,25.4,1.0,0.5,5.58,0.0,1.0,33.48,0.0,0.0,16.200000000000003
2,2024-01-02 17:33:13,2024-01-02 17:44:27,2.0,1.34,1.0,N,87,148,1,11.4,2.5,0.5,0.0,0.0,1.0,17.9,2.5,0.0,11.233333333333333
2,2024-01-16 13:19:31,2024-01-16 13:26:21,1.0,0.66,1.0,N,142,239,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0,6.833333333333333
2,2024-01-20 13:48:32,2024-01-20 14:06:41,1.0,3.67,1.0,N,68,238,1,21.9,0.0,0.5,5.18,0.0,1.0,31.08,2.5,0.0,18.15
2,2024-01-05 18:23:23,2024-01-05 18:35:40,1.0,1.76,1.0,N,237,263,1,12.8,2.5,0.5,3.86,0.0,1.0,23.16,2.5,0.0,12.283333333333331
2,2024-01-30 13:19:38,2024-01-30 13:36:02,1.0,5.11,1.0,N,229,232,1,24.0,0.0,0.5,3.0,0.0,1.0,31.0,2.5,0.0,16.400000000000002
2,2024-01-16 20:56:35,2024-01-16 21:17:59,2.0,3.57,1.0,N,141,113,1,21.2,1.0,0.5,6.55,0.0,1.0,32.75,2.5,0.0,21.4
1,2024-01-12 18:49:49,2024-01-12 19:08:04,1.0,1.6,1.0,N,186,107,2,13.5,5.0,0.5,0.0,0.0,1.0,20.0,2.5,0.0,18.25
2,2024-01-11 08:25:46,2024-01-11 08:45:07,1.0,2.18,1.0,N,186,162,1,18.4,0.0,0.5,4.48,0.0,1.0,26.88,2.5,0.0,19.35
2,2024-01-16 10:40:11,2024-01-16 11:21:41,2.0,3.19,1.0,N,170,239,1,34.5,0.0,0.5,7.7,0.0,1.0,46.2,2.5,0.0,41.5
2,2024-01-23 21:40:30,2024-01-23 21:49:02,1.0,0.76,1.0,N,230,246,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,8.533333333333333
2,2024-01-10 18:41:38,2024-01-10 19:02:27,3.0,9.5,1.0,N,138,162,1,38.0,7.5,0.5,11.29,6.94,1.0,69.48,2.5,1.75,20.816666666666663
2,2024-01-25 23:27:07,2024-01-25 23:57:59,1.0,5.99,1.0,N,186,112,1,34.5,1.0,0.5,11.61,6.94,1.0,58.05,2.5,0.0,30.86666666666667
2,2024-01-29 10:26:53,2024-01-29 11:15:12,1.0,15.24,2.0,N,107,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0,48.31666666666667
2,2024-01-20 00:09:23,2024-01-20 00:26:00,,4.68,,,114,263,0,3.19,0.0,0.5,0.0,0.0,1.0,7.19,,,16.616666666666667
2,2024-01-16 12:44:19,2024-01-16 12:54:03,1.0,1.4,1.0,N,234,162,1,10.7,0.0,0.5,2.94,0.0,1.0,17.64,2.5,0.0,9.733333333333333
2,2024-01-22 14:26:14,2024-01-22 14:51:04,1.0,3.26,1.0,N,79,68,2,23.3,0.0,0.5,0.0,0.0,1.0,27.3,2.5,0.0,24.83333333333333
1,2024-01-17 22:09:57,2024-01-17 22:19:03,1.0,1.2,1.0,N,161,143,1,8.6,3.5,0.5,0.95,0.0,1.0,14.55,2.5,0.0,9.1
2,2024-01-21 03:55:34,2024-01-21 04:07:17,1.0,2.12,1.0,N,234,50,2,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0,11.716666666666669
1,2024-01-22 19:31:58,2024-01-22 19:41:58,1.0,2.1,1.0,N,43,236,1,12.1,5.0,0.5,3.72,0.0,1.0,22.32,2.5,0.0,10.0
2,2024-01-10 20:05:56,2024-01-10 20:30:14,1.0,9.91,1.0,N,138,238,1,41.5,6.0,0.5,12.04,6.94,1.0,72.23,2.5,1.75,24.3
2,2024-01-06 12:46:57,2024-01-06 13:05:00,1.0,4.52,1.0,N,229,211,1,23.3,0.0,0.5,2.0,0.0,1.0,29.3,2.5,0.0,18.05
1,2024-01-04 15:25:50,2024-01-04 15:32:32,1.0,1.0,1.0,N,237,262,1,7.9,2.5,0.5,2.95,0.0,1.0,14.85,2.5,0.0,6.7
2,2024-01-12 17:59:47,2024-01-12 18:09:42,2.0,1.47,1.0,N,142,237,2,10.7,2.5,0.5,0.0,0.0,1.0,17.2,2.5,0.0,9.916666666666666
2,2024-01-29 18:43:46,2024-01-29 19:04:27,1.0,6.25,1.0,N,161,255,1,29.6,2.5,0.5,8.61,6.94,1.0,51.65,2.5,0.0,20.683333333333334
2,2024-01-26 15:40:54,2024-01-26 15:52:52,1.0,1.75,1.0,N,142,236,1,13.5,0.0,0.5,2.0,0.0,1.0,19.5,2.5,0.0,11.966666666666669
2,2024-01-10 20:20:48,2024-01-10 20:27:06,1.0,0.82,1.0,N,239,238,1,7.9,1.0,0.5,1.5,0.0,1.0,14.4,2.5,0.0,6.3
2,2024-01-10 17:28:22,2024-01-10 17:46:01,1.0,2.37,1.0,N,229,142,1,17.0,2.5,0.5,4.7,0.0,1.0,28.2,2.5,0.0,17.65
2,2024-01-04 07:23:40,2024-01-04 07:34:09,3.0,1.67,1.0,N,233,140,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0,10.483333333333333
1,2024-01-08 17:19:48,2024-01-08 17:28:34,1.0,2.0,1.0,N,143,151,1,11.4,5.0,0.5,3.55,0.0,1.0,21.45,2.5,0.0,8.766666666666667
2,2024-01-24 11:01:32,2024-01-24 11:15:49,1.0,2.64,1.0,N,113,65,1,17.0,0.0,0.5,4.2,0.0,1.0,25.2,2.5,0.0,14.283333333333331
2,2024-01-14 17:08:18,2024-01-14 17:22:45,1.0,1.01,1.0,N,100,230,2,13.5,0.0,0.5,0.0,0.0,1.0,17.5,2.5,0.0,14.45
2,2024-01-06 13:08:25,2024-01-06 13:22:20,1.0,3.18,1.0,N,68,13,1,17.7,0.0,0.5,3.0,0.0,1.0,24.7,2.5,0.0,13.916666666666666
2,2024-01-26 03:17:23,2024-01-26 03:37:56,2.0,3.85,1.0,N,148,68,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0,20.55
2,2024-01-24 21:36:54,2024-01-24 21:46:33,2.0,1.65,1.0,N,234,163,1,11.4,1.0,0.5,2.6,0.0,1.0,19.0,2.5,0.0,9.65
2,2024-01-27 23:06:19,2024-01-27 23:24:06,1.0,2.87,1.0,N,230,263,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0,17.783333333333335
1,2024-01-05 10:05:31,2024-01-05 10:13:24,1.0,1.0,1.0,N,238,142,1,7.9,2.5,0.5,3.0,0.0,1.0,14.9,2.5,0.0,7.883333333333335
2,2024-01-24 14:52:05,2024-01-24 15:05:36,1.0,1.52,1.0,N,163,48,2,13.5,0.0,0.5,0.0,0.0,1.0,17.5,2.5,0.0,13.516666666666667
1,2024-01-02 13:13:07,2024-01-02 13:23:19,1.0,1.1,1.0,N,151,239,1,11.4,2.5,0.5,3.05,0.0,1.0,18.45,2.5,0.0,10.2
2,2024-01-12 16:31:33,2024-01-12 16:43:58,1.0,1.63,1.0,N,90,224,2,12.8,2.5,0.5,0.0,0.0,1.0,19.3,2.5,0.0,12.416666666666666
2,2024-01-23 17:13:24,2024-01-23 17:18:44,1.0,1.12,1.0,N,230,163,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0,5.333333333333333
2,2024-01-04 14:23:37,2024-01-04 14:47:26,2.0,4.95,1.0,N,114,239,2,27.5,0.0,0.5,0.0,0.0,1.0,31.5,2.5,0.0,23.816666666666663
1,2024-01-17 13:40:22,2024-01-17 13:56:10,1.0,2.4,1.0,N,138,173,1,15.6,6.75,0.5,4.75,0.0,1.0,28.6,0.0,1.75,15.800000000000002
2,2024-01-13 11:15:29,2024-01-13 11:19:35,1.0,0.35,1.0,N,239,142,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0,4.1000000000000005
1,2024-01-04 21:06:55,2024-01-04 21:21:59,,1.6,,,48,233,0,12.51,0.0,0.5,0.0,0.0,1.0,16.51,,,15.066666666666666
2,2024-01-24 14:28:19,2024-01-24 14:44:23,1.0,2.32,1.0,N,142,141,1,16.3,0.0,0.5,4.06,0.0,1.0,24.36,2.5,0.0,16.06666666666667
2,2024-01-06 21:35:25,2024-01-06 21:41:48,2.0,1.43,1.0,N,229,263,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,6.383333333333334
2,2024-01-03 05:38:28,2024-01-03 05:49:43,,2.71,,,79,246,0,14.64,0.0,0.5,2.0,0.0,1.0,20.64,,,11.25
2,2024-01-01 23:38:03,2024-01-01 23:57:07,1.0,5.53,1.0,N,68,255,1,25.4,1.0,0.5,9.12,0.0,1.0,39.52,2.5,0.0,19.066666666666663
1,2024-01-30 09:32:19,2024-01-30 09:45:19,1.0,1.3,99.0,N,224,233,1,17.5,0.0,0.5,0.0,0.0,1.0,19.0,0.0,0.0,13.0
2,2024-01-04 20:33:00,2024-01-04 21:11:04,1.0,6.62,1.0,N,249,225,1,38.0,2.5,0.5,11.12,0.0,1.0,55.62,2.5,0.0,38.06666666666667
1,2024-01-02 12:30:11,2024-01-02 12:52:44,1.0,5.5,1.0,N,161,260,1,28.2,2.5,0.5,0.0,6.94,1.0,39.14,2.5,0.0,22.55
